seqName,strand,individual,locus,allele
G4S72XW01BEMG6,F,89,1,NewAllele_106 count=3 threshold=2
G4S72XW01ARQCJ,R,141,1,<unidentified>
G4S72XW01A1JVJ,F,71,3,Mama_UB_01
G4S72XW01A2AJZ,F,94,2,Mama_DRB2_01
G4S72XW01A8AWO,R,24,1,<unidentified>
G4S72XW01BBZV7,F,56,3,NewAllele_985 count=44 threshold=2
G4S72XW01AV7R4,F,68,2,NewAllele_530 count=9 threshold=2
G4S72XW01AM02H,R,31,3,<unidentified>
G4S72XW01AX5DM,F,113,1,Mama_DRB1_01
G4S72XW01A2WDH,R,82,1,NewAllele_111 count=2 threshold=2
G4S72XW01ASU7P,R,68,3,Mama_UB_01
G4S72XW01APGVO,R,129,2,NewAllele_530 count=9 threshold=2
G4S72XW01AQCOU,F,56,1,Mama_DRB1_02
G4S72XW01A6MC1,F,118,4,Mama_UD_03
G4S72XW01BE5JT,R,29,3,NewAllele_982 count=3 threshold=2
G4S72XW01AQJ92,F,109,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A6E6S,F,111,3,Mama_UB_01
G4S72XW01A7FHF,F,34,3,Mama_UB_01
G4S72XW01BAAJS,R,135,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AN2KY,F,40,4,Mama_UD_01
G4S72XW01AS1C7,R,15,4,NewAllele_1656 count=8 threshold=2
G4S72XW01BFAOI,F,38,4,NewAllele_1639 count=37 threshold=2
G4S72XW01BAH0P,R,55,2,NewAllele_530 count=9 threshold=2
G4S72XW01BDO8H,F,128,4,Mama_UD_03
G4S72XW01A28QI,R,138,1,<unidentified>
G4S72XW01A2KYG,F,138,2,NewAllele_537 count=3 threshold=2
G4S72XW01BD3Q9,R,66,1,Mama_DRB1_07
G4S72XW01AZRPI,R,67,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A8041,F,125,4,Mama_UD_01
G4S72XW01A2Z62,R,112,4,Mama_UD_01
G4S72XW01A6R1G,R,98,2,NewAllele_530 count=9 threshold=2
G4S72XW01A6KUS,F,102,2,Mama_DRB2_03
G4S72XW01A1D9N,F,108,3,NewAllele_852 count=38 threshold=2
G4S72XW01ANIYD,R,56,3,Mama_UB_01
G4S72XW01A0AHR,R,100,1,Mama_DRB1_04
G4S72XW01A7J1E,R,53,1,Mama_DRB1_01
G4S72XW01AW7GT,F,54,3,NewAllele_883 count=12 threshold=2
G4S72XW01BC897,F,51,1,Mama_DRB1_01
G4S72XW01BGF6W,R,42,4,Mama_UD_01
G4S72XW01AOEXY,F,111,1,Mama_DRB1_01
G4S72XW01A1QZT,F,65,4,NewAllele_1492 count=2 threshold=2
G4S72XW01A3J83,F,47,2,Mama_DRB2_01
G4S72XW01AOFB2,F,27,4,Mama_UD_01
G4S72XW01AQCWD,F,93,2,Mama_DRB2_02
G4S72XW01A8S00,F,14,1,Mama_DRB1_06
G4S72XW01BEYSR,F,34,1,Mama_DRB1_06
G4S72XW01AYE87,R,93,4,Mama_UD_01
G4S72XW01AQWX3,F,114,4,NewAllele_1266 count=7 threshold=2
G4S72XW01AM4Y2,R,138,2,NewAllele_381 count=782 threshold=2
G4S72XW01A5VD3,F,23,3,Mama_UB_01
G4S72XW01AUYR3,F,46,2,NewAllele_530 count=9 threshold=2
G4S72XW01AP8TU,F,139,2,NewAllele_395 count=3 threshold=2
G4S72XW01BAD5Y,F,22,1,Mama_DRB1_01
G4S72XW01AW2NM,F,38,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A1QUQ,F,87,4,Mama_UD_01
G4S72XW01APXIZ,R,66,2,NewAllele_381 count=782 threshold=2
G4S72XW01BAOPV,F,94,4,Mama_UD_01
G4S72XW01AVF58,F,6,3,NewAllele_813 count=2 threshold=2
G4S72XW01AKOY1,F,116,3,Mama_UB_01
G4S72XW01AVVM2,F,113,1,<unidentified>
G4S72XW01AXUUZ,R,134,2,NewAllele_530 count=9 threshold=2
G4S72XW01A3A8P,F,100,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A2XVU,R,82,4,Mama_UD_01
G4S72XW01AYSXN,R,56,1,Mama_DRB1_01
G4S72XW01A66CY,F,55,1,Mama_DRB1_03
G4S72XW01AOYC6,R,45,1,<unidentified>
G4S72XW01A4GF3,F,51,3,<unidentified>
G4S72XW01AMBUO,F,51,3,Mama_UB_01
G4S72XW01A3R9T,F,69,1,Mama_DRB1_03
G4S72XW01A87ZM,F,40,2,Mama_DRB2_01
G4S72XW01AQLWA,F,22,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A3P51,F,129,2,NewAllele_530 count=9 threshold=2
G4S72XW01BEAYS,F,71,4,Mama_UD_01
G4S72XW01A849H,R,77,1,Mama_DRB1_02
G4S72XW01APILD,R,143,1,Mama_DRB1_07
G4S72XW01AWMEM,F,11,1,<unidentified>
G4S72XW01AWP07,F,37,1,<unidentified>
G4S72XW01A9QOC,R,25,1,<unidentified>
G4S72XW01ATSQY,F,69,3,<unidentified>
G4S72XW01A5RZ3,F,121,1,<unidentified>
G4S72XW01AR7IT,F,95,3,<unidentified>
G4S72XW01AXO3L,R,48,3,Mama_UB_01
G4S72XW01BAG2M,F,142,2,NewAllele_508 count=182 threshold=2
G4S72XW01ASHZD,R,38,2,NewAllele_381 count=782 threshold=2
G4S72XW01BA7EL,R,101,4,Mama_UD_01
G4S72XW01BC2F0,F,104,3,Mama_UB_01
G4S72XW01BE1Z4,F,41,2,Mama_DRB2_01
G4S72XW01A97KQ,F,40,3,Mama_UB_01
G4S72XW01BCK14,R,89,4,Mama_UD_01
G4S72XW01BCFY3,R,41,4,NewAllele_1258 count=9 threshold=2
G4S72XW01A2B1Q,R,22,2,NewAllele_465 count=7 threshold=2
G4S72XW01AY3FB,F,95,2,NewAllele_470 count=3 threshold=2
G4S72XW01BA30Y,F,107,2,NewAllele_700 count=3 threshold=2
G4S72XW01AZ42S,F,118,2,Mama_DRB2_01
G4S72XW01AYESI,R,140,4,Mama_UD_01
G4S72XW01A6LUZ,F,66,2,NewAllele_530 count=9 threshold=2
G4S72XW01AXKJ1,R,66,1,Mama_DRB1_07
G4S72XW01AP6DH,F,134,1,Mama_DRB1_05
G4S72XW01AR8F6,R,47,2,NewAllele_176 count=297 threshold=2
G4S72XW01A3UVY,F,99,1,Mama_DRB1_01
G4S72XW01AVVX4,R,99,2,NewAllele_381 count=782 threshold=2
G4S72XW01BFB2B,R,51,1,Mama_DRB1_01
G4S72XW01BEM31,R,48,3,NewAllele_985 count=44 threshold=2
G4S72XW01A67YE,F,102,2,NewAllele_530 count=9 threshold=2
G4S72XW01A33M5,F,129,4,NewAllele_1596 count=19 threshold=2
G4S72XW01AVTCZ,F,20,3,NewAllele_904 count=8 threshold=2
G4S72XW01AZG5Z,R,68,3,<unidentified>
G4S72XW01ALUDH,F,57,4,NewAllele_1649 count=20 threshold=2
G4S72XW01AXRT9,R,24,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A050X,F,131,2,NewAllele_381 count=782 threshold=2
G4S72XW01AT5SN,F,94,2,NewAllele_530 count=9 threshold=2
G4S72XW01BAVDY,F,33,2,Mama_DRB2_02
G4S72XW01A6BWC,F,19,1,<unidentified>
G4S72XW01AKMFK,F,2,3,Mama_UB_02
G4S72XW01ANQWF,F,58,4,Mama_UD_01
G4S72XW01A04B0,F,24,4,NewAllele_1274 count=4 threshold=2
G4S72XW01AR0SP,F,14,2,NewAllele_530 count=9 threshold=2
G4S72XW01BCQAO,F,92,4,NewAllele_1432 count=2 threshold=2
G4S72XW01AYML8,F,15,2,Mama_DRB2_02
G4S72XW01A3TVQ,F,118,2,NewAllele_422 count=2 threshold=2
G4S72XW01A2D44,F,15,3,Mama_UB_02
G4S72XW01A9QLO,F,107,3,NewAllele_1091 count=2 threshold=2
G4S72XW01A2F23,F,10,1,Mama_DRB1_01
G4S72XW01AOWD1,F,98,1,<unidentified>
G4S72XW01A1H5J,R,143,2,NewAllele_221 count=591 threshold=2
G4S72XW01AL7BP,R,118,2,NewAllele_381 count=782 threshold=2
G4S72XW01BCV1Z,F,117,4,Mama_UD_01
G4S72XW01ARTZA,R,116,3,Mama_UB_01
G4S72XW01A62WW,F,86,3,Mama_UB_01
G4S72XW01AN484,R,127,2,NewAllele_176 count=297 threshold=2
G4S72XW01ALOQH,R,108,2,NewAllele_381 count=782 threshold=2
G4S72XW01ALWOV,F,123,3,NewAllele_993 count=24 threshold=2
G4S72XW01A1LFB,F,2,1,NewAllele_63 count=2 threshold=2
G4S72XW01A3IEG,F,116,3,NewAllele_1046 count=23 threshold=2
G4S72XW01BBOWS,F,56,3,<unidentified>
G4S72XW01AVRCF,F,46,2,NewAllele_530 count=9 threshold=2
G4S72XW01BAT4T,R,24,1,<unidentified>
G4S72XW01BB7RV,R,102,2,NewAllele_530 count=9 threshold=2
G4S72XW01AZV5Y,R,45,3,NewAllele_855 count=6 threshold=2
G4S72XW01BCZ61,R,115,3,Mama_UB_01
G4S72XW01AT5X8,F,49,4,NewAllele_1583 count=7 threshold=2
G4S72XW01ANSDU,F,107,1,<unidentified>
G4S72XW01A6QZH,F,101,4,Mama_UD_01
G4S72XW01A3Z1H,R,113,2,NewAllele_381 count=782 threshold=2
G4S72XW01ALUVD,F,67,3,<unidentified>
G4S72XW01ARONA,F,136,4,NewAllele_1306 count=6 threshold=2
G4S72XW01ALTJG,F,100,2,Mama_DRB2_02
G4S72XW01A0LEU,R,130,3,NewAllele_1225 count=46 threshold=2
G4S72XW01A8VUG,F,111,2,NewAllele_620 count=2 threshold=2
G4S72XW01APJBT,R,131,3,NewAllele_1035 count=3 threshold=2
G4S72XW01A2H4U,F,116,3,NewAllele_934 count=3 threshold=2
G4S72XW01A91T8,F,104,2,Mama_DRB2_01
G4S72XW01A6HCX,F,117,1,<unidentified>
G4S72XW01A8IZS,F,103,4,Mama_UD_01
G4S72XW01AWN50,R,69,4,NewAllele_1603 count=6 threshold=2
G4S72XW01AWHRI,F,128,3,NewAllele_1225 count=46 threshold=2
G4S72XW01BBU60,R,58,1,<unidentified>
G4S72XW01A140B,F,112,3,Mama_UB_01
G4S72XW01A9WE0,F,59,3,<unidentified>
G4S72XW01AOSZ3,R,118,2,NewAllele_530 count=9 threshold=2
G4S72XW01A9RZF,F,38,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A8EOC,F,21,3,NewAllele_855 count=6 threshold=2
G4S72XW01ALHG1,F,56,1,Mama_DRB1_01
G4S72XW01A4XFV,R,138,2,NewAllele_381 count=782 threshold=2
G4S72XW01AR3IV,F,109,3,<unidentified>
G4S72XW01AO76M,F,83,3,Mama_UB_01
G4S72XW01BDTHT,R,47,1,<unidentified>
G4S72XW01A3KIP,F,86,4,Mama_UD_01
G4S72XW01A7BRG,F,73,2,Mama_DRB2_01
G4S72XW01BCJLZ,F,113,1,<unidentified>
G4S72XW01ANQOE,R,136,4,NewAllele_1624 count=9 threshold=2
G4S72XW01A9M7Y,F,57,2,NewAllele_463 count=3 threshold=2
G4S72XW01BBBIA,F,30,3,NewAllele_899 count=5 threshold=2
G4S72XW01A0TZH,R,71,4,Mama_UD_01
G4S72XW01AQTAR,F,14,2,Mama_DRB2_01
G4S72XW01BAI7X,F,101,1,Mama_DRB1_02
G4S72XW01AWWES,F,55,4,Mama_UD_01
G4S72XW01A3IVN,F,67,4,Mama_UD_01
G4S72XW01AS54O,R,99,2,NewAllele_381 count=782 threshold=2
G4S72XW01AQX4Q,F,94,2,NewAllele_530 count=9 threshold=2
G4S72XW01BB8KZ,F,125,4,Mama_UD_01
G4S72XW01ANPGZ,F,22,4,Mama_UD_01
G4S72XW01AZD11,F,100,1,Mama_DRB1_04
G4S72XW01AX2IY,F,90,3,<unidentified>
G4S72XW01A8SZL,F,64,3,Mama_UB_01
G4S72XW01A37OS,F,89,1,NewAllele_9 count=2 threshold=2
G4S72XW01AMOQZ,R,123,3,Mama_UB_02
G4S72XW01AV8QU,F,32,1,NewAllele_155 count=3 threshold=2
G4S72XW01ALM23,R,57,1,<unidentified>
G4S72XW01BD69R,R,94,2,NewAllele_530 count=9 threshold=2
G4S72XW01A1LPM,F,7,3,<unidentified>
G4S72XW01AOZ6H,R,109,1,Mama_DRB1_02
G4S72XW01A85GB,R,92,2,NewAllele_632 count=3 threshold=2
G4S72XW01AWV4P,F,40,2,Mama_DRB2_01
G4S72XW01AYYZZ,R,56,3,Mama_UB_01
G4S72XW01BD2JT,R,4,3,NewAllele_1143 count=3 threshold=2
G4S72XW01ALUYZ,F,58,4,NewAllele_1461 count=3 threshold=2
G4S72XW01AUMW3,F,112,1,<unidentified>
G4S72XW01AOQQW,F,14,2,Mama_DRB2_03
G4S72XW01ATQYO,F,89,4,Mama_UD_01
G4S72XW01AT1ID,R,128,3,<unidentified>
G4S72XW01ARBTJ,F,116,3,<unidentified>
G4S72XW01A8UPH,F,24,4,Mama_UD_01
G4S72XW01AVDEV,F,130,2,Mama_DRB2_02
G4S72XW01AVOC2,F,40,3,NewAllele_855 count=6 threshold=2
G4S72XW01AX7UV,F,114,2,NewAllele_307 count=7 threshold=2
G4S72XW01A754T,F,87,3,Mama_UB_01
G4S72XW01ANL9V,F,81,3,<unidentified>
G4S72XW01BBXEG,F,97,3,NewAllele_937 count=7 threshold=2
G4S72XW01A4SMO,F,31,4,Mama_UD_01
G4S72XW01BE9DR,F,114,2,NewAllele_225 count=4 threshold=2
G4S72XW01AMTSG,F,130,4,Mama_UD_03
G4S72XW01AKV7S,F,99,2,NewAllele_508 count=182 threshold=2
G4S72XW01AXKBF,F,113,2,Mama_DRB2_01
G4S72XW01A504I,F,116,2,NewAllele_195 count=8 threshold=2
G4S72XW01AL2UX,F,124,3,<unidentified>
G4S72XW01A6VQD,F,118,2,Mama_DRB2_01
G4S72XW01ALS9V,R,138,2,Mama_DRB2_01
G4S72XW01AQ4LN,R,27,3,NewAllele_1008 count=2 threshold=2
G4S72XW01A79GD,R,104,3,NewAllele_995 count=4 threshold=2
G4S72XW01AOW2N,R,37,4,Mama_UD_01
G4S72XW01A1RZ4,F,55,3,NewAllele_856 count=3 threshold=2
G4S72XW01ARGM9,F,66,2,NewAllele_530 count=9 threshold=2
G4S72XW01AY6OY,F,108,1,Mama_DRB1_06
G4S72XW01BAXET,R,47,3,Mama_UB_01
G4S72XW01BAJ9K,F,99,3,NewAllele_1075 count=2 threshold=2
G4S72XW01AYWE5,F,2,1,Mama_DRB1_03
G4S72XW01BAUDS,F,68,1,Mama_DRB1_02
G4S72XW01A90X9,R,140,1,Mama_DRB1_05
G4S72XW01BF25B,R,108,4,NewAllele_1695 count=25 threshold=2
G4S72XW01AK2O4,F,41,2,Mama_DRB2_02
G4S72XW01A7DDC,F,133,1,<unidentified>
G4S72XW01A61Q2,F,25,1,Mama_DRB1_02
G4S72XW01A5G24,F,108,4,NewAllele_1300 count=9 threshold=2
G4S72XW01AWK89,R,35,3,NewAllele_1225 count=46 threshold=2
G4S72XW01ANQM0,R,67,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A0V1A,R,111,1,Mama_DRB1_02
G4S72XW01BAC35,F,136,3,Mama_UB_01
G4S72XW01A6LSG,R,90,2,NewAllele_242 count=3 threshold=2
G4S72XW01AQG5P,F,94,1,<unidentified>
G4S72XW01BDZ4K,R,67,2,NewAllele_221 count=591 threshold=2
G4S72XW01AT59K,F,56,3,Mama_UB_01
G4S72XW01A0ZLG,R,101,4,NewAllele_1526 count=4 threshold=2
G4S72XW01AQD96,R,20,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A21MT,F,95,1,Mama_DRB1_01
G4S72XW01AMVVO,F,133,3,Mama_UB_01
G4S72XW01APURZ,R,104,1,<unidentified>
G4S72XW01AYIHO,F,104,2,Mama_DRB2_01
G4S72XW01A7RG5,F,66,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AZHE4,F,134,1,<unidentified>
G4S72XW01BFKCT,R,89,2,NewAllele_530 count=9 threshold=2
G4S72XW01A8IGP,F,89,4,NewAllele_1637 count=8 threshold=2
G4S72XW01BAFDX,F,138,2,NewAllele_712 count=3 threshold=2
G4S72XW01BC23R,F,8,4,NewAllele_1442 count=2 threshold=2
G4S72XW01A8JCP,F,118,2,NewAllele_530 count=9 threshold=2
G4S72XW01A1DX8,R,29,3,Mama_UB_01
G4S72XW01AOMGM,R,52,3,Mama_UB_01
G4S72XW01A5XJM,R,107,3,Mama_UB_02
G4S72XW01A9VUW,F,33,1,Mama_DRB1_03
G4S72XW01AYN7F,F,46,2,NewAllele_530 count=9 threshold=2
G4S72XW01A265V,R,93,3,Mama_UB_01
G4S72XW01A579F,R,55,1,<unidentified>
G4S72XW01A775Y,F,94,2,NewAllele_712 count=3 threshold=2
G4S72XW01APCBA,F,25,1,Mama_DRB1_06
G4S72XW01A6RRX,F,113,1,NewAllele_17 count=2 threshold=2
G4S72XW01AWBCE,R,106,1,Mama_DRB1_07
G4S72XW01AM11D,F,3,3,Mama_UB_01
G4S72XW01AK97B,R,127,2,NewAllele_176 count=297 threshold=2
G4S72XW01APX0L,R,127,2,NewAllele_530 count=9 threshold=2
G4S72XW01ANIZP,F,87,1,Mama_DRB1_01
G4S72XW01A4VNJ,R,61,3,Mama_UB_02
G4S72XW01AYQCE,F,87,3,NewAllele_1203 count=4 threshold=2
G4S72XW01A7V6X,F,134,1,<unidentified>
G4S72XW01BBPUD,F,21,2,Mama_DRB2_01
G4S72XW01AMKYK,R,57,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BF53D,R,107,4,NewAllele_1695 count=25 threshold=2
G4S72XW01A4XPT,F,100,2,NewAllele_530 count=9 threshold=2
G4S72XW01BBC69,F,112,2,Mama_DRB2_01
G4S72XW01AS1JC,F,39,1,Mama_DRB1_01
G4S72XW01ANCWH,R,141,1,<unidentified>
G4S72XW01A7OSI,F,102,1,<unidentified>
G4S72XW01BAO5J,F,30,3,Mama_UB_01
G4S72XW01AP2TP,R,56,3,Mama_UB_01
G4S72XW01AWV3R,F,67,3,<unidentified>
G4S72XW01AVSBE,R,130,1,<unidentified>
G4S72XW01ASXX4,F,20,1,Mama_DRB1_01
G4S72XW01BELDH,F,94,2,Mama_DRB2_01
G4S72XW01AOYHR,F,62,2,Mama_DRB2_01
G4S72XW01AJ6UA,R,50,4,NewAllele_1571 count=2 threshold=2
G4S72XW01BB36V,F,22,1,Mama_DRB1_01
G4S72XW01BEMLT,R,93,3,Mama_UB_01
G4S72XW01BC0SG,R,107,2,NewAllele_381 count=782 threshold=2
G4S72XW01A1A1S,F,55,3,<unidentified>
G4S72XW01AK0UB,R,141,1,<unidentified>
G4S72XW01ARVOQ,R,55,4,NewAllele_1266 count=7 threshold=2
G4S72XW01AZV8W,F,100,2,NewAllele_530 count=9 threshold=2
G4S72XW01A4WMG,R,52,2,NewAllele_381 count=782 threshold=2
G4S72XW01A50YO,R,104,3,NewAllele_855 count=6 threshold=2
G4S72XW01AMHF0,F,91,3,Mama_UB_01
G4S72XW01AOTSZ,F,114,2,NewAllele_530 count=9 threshold=2
G4S72XW01BDAEF,R,100,2,NewAllele_221 count=591 threshold=2
G4S72XW01BDZG1,F,67,1,Mama_DRB1_01
G4S72XW01AMGH0,F,128,1,<unidentified>
G4S72XW01AN95N,F,110,4,Mama_UD_01
G4S72XW01AQ63S,R,20,3,NewAllele_904 count=8 threshold=2
G4S72XW01ANKK4,F,103,4,Mama_UD_01
G4S72XW01AU0B9,F,135,1,<unidentified>
G4S72XW01A7TJ5,F,30,1,Mama_DRB1_01
G4S72XW01BCGDR,R,18,3,Mama_UB_01
G4S72XW01A7KL7,F,106,3,Mama_UB_01
G4S72XW01ALWJT,F,127,3,Mama_UB_02
G4S72XW01A3LAB,R,53,3,NewAllele_985 count=44 threshold=2
G4S72XW01BBS06,R,138,2,NewAllele_221 count=591 threshold=2
G4S72XW01AUQB9,F,89,4,NewAllele_1554 count=7 threshold=2
G4S72XW01A6H8Y,R,129,2,NewAllele_530 count=9 threshold=2
G4S72XW01A3RHM,F,29,3,Mama_UB_01
G4S72XW01A718V,F,38,2,Mama_DRB2_01
G4S72XW01A4ZPK,F,36,1,Mama_DRB1_01
G4S72XW01ARS3J,F,113,2,Mama_DRB2_02
G4S72XW01BBZJM,F,17,4,Mama_UD_01
G4S72XW01A2U2F,F,17,4,NewAllele_1546 count=2 threshold=2
G4S72XW01AXYCS,F,113,4,NewAllele_1669 count=5 threshold=2
G4S72XW01A63SG,F,114,3,Mama_UB_01
G4S72XW01BEST8,F,33,4,NewAllele_1695 count=25 threshold=2
G4S72XW01AX9NC,F,60,3,NewAllele_797 count=5 threshold=2
G4S72XW01BFQ46,F,38,4,NewAllele_1682 count=12 threshold=2
G4S72XW01BFXYS,F,114,1,Mama_DRB1_01
G4S72XW01AWZRM,F,114,2,NewAllele_530 count=9 threshold=2
G4S72XW01BE65T,F,56,3,NewAllele_985 count=44 threshold=2
G4S72XW01BD9ZP,F,113,2,NewAllele_530 count=9 threshold=2
G4S72XW01AXSDH,F,114,4,Mama_UD_01
G4S72XW01A3WLC,R,111,2,NewAllele_352 count=2 threshold=2
G4S72XW01ANYYN,F,27,3,Mama_UB_02
G4S72XW01A0WTQ,F,70,4,Mama_UD_03
G4S72XW01AYTBO,R,48,3,<unidentified>
G4S72XW01AOPK9,F,98,1,Mama_DRB1_02
G4S72XW01A4OHU,R,52,1,<unidentified>
G4S72XW01A5HXQ,R,68,1,Mama_DRB1_02
G4S72XW01A9U2B,R,54,2,NewAllele_381 count=782 threshold=2
G4S72XW01BAG35,F,124,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A4RX0,R,89,4,Mama_UD_01
G4S72XW01A5DGX,F,89,2,Mama_DRB2_01
G4S72XW01BBRFM,F,89,1,NewAllele_66 count=2 threshold=2
G4S72XW01AQJP2,F,116,1,NewAllele_67 count=3 threshold=2
G4S72XW01A8KE6,F,95,4,NewAllele_1634 count=2 threshold=2
G4S72XW01BAAOG,F,9,4,Mama_UD_03
G4S72XW01BEYJC,R,56,3,<unidentified>
G4S72XW01A3SHD,R,76,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A3KPN,F,113,1,Mama_DRB1_02
G4S72XW01BCN0M,R,43,1,Mama_DRB1_02
G4S72XW01A59GF,F,100,2,NewAllele_559 count=3 threshold=2
G4S72XW01AW3HY,F,94,3,NewAllele_1050 count=4 threshold=2
G4S72XW01A9MD5,F,69,2,Mama_DRB2_03
G4S72XW01A3TX9,R,65,2,NewAllele_221 count=591 threshold=2
G4S72XW01BD907,F,134,1,<unidentified>
G4S72XW01AOU0V,F,57,1,<unidentified>
G4S72XW01ALJN1,F,2,2,NewAllele_530 count=9 threshold=2
G4S72XW01AR34O,R,127,2,NewAllele_381 count=782 threshold=2
G4S72XW01AO4V9,R,98,1,Mama_DRB1_01
G4S72XW01BDAH3,F,110,1,Mama_DRB1_01
G4S72XW01ARQQN,F,109,3,NewAllele_855 count=6 threshold=2
G4S72XW01ALDOK,F,2,2,Mama_DRB2_03
G4S72XW01A91M9,F,104,3,NewAllele_1121 count=2 threshold=2
G4S72XW01A98GL,F,110,3,Mama_UB_01
G4S72XW01A8PBH,F,15,4,NewAllele_1596 count=19 threshold=2
G4S72XW01A4STC,F,72,3,Mama_UB_01
G4S72XW01BBS4N,F,30,3,NewAllele_855 count=6 threshold=2
G4S72XW01BE52P,R,99,2,NewAllele_508 count=182 threshold=2
G4S72XW01AK7NM,F,43,2,NewAllele_565 count=3 threshold=2
G4S72XW01ARKUU,F,50,3,NewAllele_855 count=6 threshold=2
G4S72XW01ATXWZ,F,132,3,Mama_UB_02
G4S72XW01AVGPB,F,35,2,Mama_DRB2_03
G4S72XW01AQO6I,F,115,3,NewAllele_989 count=4 threshold=2
G4S72XW01ATTB5,F,134,1,<unidentified>
G4S72XW01A6YRE,F,100,1,Mama_DRB1_01
G4S72XW01BD22E,F,46,2,NewAllele_530 count=9 threshold=2
G4S72XW01AZUVF,F,53,4,Mama_UD_01
G4S72XW01APDIR,R,46,2,NewAllele_530 count=9 threshold=2
G4S72XW01A6A6I,F,128,3,<unidentified>
G4S72XW01BDK3A,F,134,4,Mama_UD_01
G4S72XW01AZUNZ,F,34,2,Mama_DRB2_02
G4S72XW01AOJG9,F,27,1,Mama_DRB1_03
G4S72XW01A665R,F,86,4,NewAllele_1300 count=9 threshold=2
G4S72XW01A3DXP,F,128,3,NewAllele_852 count=38 threshold=2
G4S72XW01A7X7V,R,133,1,<unidentified>
G4S72XW01AOQAA,F,49,3,NewAllele_1026 count=2 threshold=2
G4S72XW01A5FC3,F,130,3,Mama_UB_02
G4S72XW01AVOON,F,69,3,Mama_UB_02
G4S72XW01ASMNL,R,86,2,NewAllele_221 count=591 threshold=2
G4S72XW01ARA77,F,33,2,Mama_DRB2_03
G4S72XW01A5NFG,F,48,2,NewAllele_530 count=9 threshold=2
G4S72XW01A08F5,R,130,4,Mama_UD_01
G4S72XW01A53FB,F,69,4,Mama_UD_03
G4S72XW01AQKCP,R,43,1,<unidentified>
G4S72XW01BCHM6,F,98,2,Mama_DRB2_02
G4S72XW01AR66C,F,27,1,Mama_DRB1_03
G4S72XW01A5FV9,F,83,4,NewAllele_1710 count=6 threshold=2
G4S72XW01AV43Z,F,57,2,NewAllele_508 count=182 threshold=2
G4S72XW01A8RYQ,F,128,4,NewAllele_1721 count=3 threshold=2
G4S72XW01A64PF,F,138,2,Mama_DRB2_02
G4S72XW01BCTN8,R,61,1,<unidentified>
G4S72XW01A1VOK,F,113,1,Mama_DRB1_01
G4S72XW01A7KT4,R,66,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BB54C,F,21,1,NewAllele_135 count=2 threshold=2
G4S72XW01BABFR,F,11,3,<unidentified>
G4S72XW01ATVS9,R,76,3,NewAllele_1036 count=17 threshold=2
G4S72XW01AYTGZ,R,19,1,Mama_DRB1_07
G4S72XW01A0REL,F,112,3,Mama_UB_01
G4S72XW01ATMD8,F,70,2,NewAllele_573 count=22 threshold=2
G4S72XW01BD08G,R,141,1,Mama_DRB1_07
G4S72XW01AKL5A,R,59,2,NewAllele_547 count=2 threshold=2
G4S72XW01AVYA6,F,57,2,NewAllele_530 count=9 threshold=2
G4S72XW01A53CE,F,2,1,<unidentified>
G4S72XW01AOF6I,F,35,1,Mama_DRB1_02
G4S72XW01ANNOW,R,47,3,NewAllele_931 count=5 threshold=2
G4S72XW01BC9N9,F,141,2,Mama_DRB2_02
G4S72XW01A1VBU,F,68,3,Mama_UB_01
G4S72XW01AWQLC,F,48,2,NewAllele_699 count=3 threshold=2
G4S72XW01BBDJG,F,81,3,Mama_UB_01
G4S72XW01A7OJ3,F,110,1,Mama_DRB1_01
G4S72XW01BCS5W,F,139,2,NewAllele_244 count=13 threshold=2
G4S72XW01BDDRX,F,85,4,NewAllele_1255 count=2 threshold=2
G4S72XW01A1QTH,F,33,2,Mama_DRB2_02
G4S72XW01BFNRF,F,95,3,Mama_UB_02
G4S72XW01AW7HG,F,51,1,Mama_DRB1_01
G4S72XW01A7J6Y,F,102,4,Mama_UD_01
G4S72XW01APKL3,F,108,4,NewAllele_1624 count=9 threshold=2
G4S72XW01A1WKW,F,2,4,Mama_UD_03
G4S72XW01A170K,F,14,3,NewAllele_1171 count=3 threshold=2
G4S72XW01A7HXG,R,58,4,NewAllele_1403 count=3 threshold=2
G4S72XW01ALTNJ,R,139,3,NewAllele_855 count=6 threshold=2
G4S72XW01A37H1,F,17,1,Mama_DRB1_03
G4S72XW01A2MH8,F,101,3,<unidentified>
G4S72XW01APJYG,F,128,1,Mama_DRB1_05
G4S72XW01A1SW8,R,43,2,NewAllele_381 count=782 threshold=2
G4S72XW01BDSJ8,R,103,4,Mama_UD_01
G4S72XW01AK7G4,F,47,2,NewAllele_530 count=9 threshold=2
